id,name,age,salary,department,email
312,Alice,20.0,45000.0,HR,test@example.com
1181,Alice,27.0,25000.0,Finance,invalid_email
414,Alice,68.0,80000.0,HR,invalid_email
737,Alice,25.0,95000.0,HR,invalid_email
1152,David,43.0,25000.0,HR,test@example.com
801,Bob,48.0,60000.0,HR,user@mail.com
169,Bob,66.0,50000.0,IT,user@mail.com
397,Alice,45.0,100000.0,Finance,test@example.com
441,Charlie,50.0,30000.0,Finance,invalid_email
558,Alice,29.0,75000.0,IT,invalid_email
475,Eve,68.0,75000.0,IT,user@mail.com
35,Alice,59.0,55000.0,HR,user@mail.com
522,Charlie,44.699021207177815,70000.0,HR,invalid_email
1194,Eve,34.0,40000.0,Sales,test@example.com
675,Charlie,36.0,100000.0,Sales,invalid_email
760,David,20.0,70000.0,Marketing,invalid_email
306,Eve,33.0,45000.0,Finance,invalid_email
1145,Charlie,47.0,65000.0,IT,user@mail.com
710,Eve,52.0,75000.0,IT,test@example.com
865,Charlie,28.0,110000.0,Finance,test@example.com
890,Eve,40.0,55000.0,IT,invalid_email
305,Eve,24.0,70000.0,IT,invalid_email
741,Eve,39.0,540735.7382943144,IT,invalid_email
257,David,49.0,95000.0,Finance,invalid_email
452,Charlie,67.0,100000.0,Sales,user@mail.com
526,Eve,51.0,30000.0,Finance,user@mail.com
985,Alice,33.0,115000.0,Finance,user@mail.com
1077,Bob,61.0,85000.0,Finance,user@mail.com
394,Eve,66.0,100000.0,HR,invalid_email
240,Alice,66.0,85000.0,HR,test@example.com
431,Charlie,64.0,105000.0,Finance,invalid_email
759,Bob,56.0,55000.0,Finance,test@example.com
1101,Bob,58.0,70000.0,HR,invalid_email
972,Eve,51.0,65000.0,Marketing,invalid_email
1108,Bob,23.0,90000.0,HR,invalid_email
81,Alice,35.0,90000.0,IT,invalid_email
423,Eve,48.0,85000.0,HR,test@example.com
134,Eve,51.0,70000.0,Marketing,invalid_email
924,Bob,,30000.0,Marketing,invalid_email
1169,Alice,43.0,100000.0,IT,invalid_email
200,Eve,68.0,105000.0,HR,user@mail.com
354,Eve,50.0,540735.7382943144,Finance,invalid_email
261,Charlie,28.0,25000.0,IT,test@example.com
478,Bob,39.0,90000.0,IT,user@mail.com
1087,Eve,62.0,40000.0,Sales,invalid_email
213,Bob,25.0,25000.0,Finance,user@mail.com
602,Eve,54.0,35000.0,IT,invalid_email
23,Alice,61.0,540735.7382943144,Finance,test@example.com
67,David,52.0,45000.0,Finance,user@mail.com
600,David,68.0,540735.7382943144,IT,invalid_email
123,Eve,52.0,40000.0,Finance,invalid_email
512,David,36.0,115000.0,Sales,invalid_email
178,David,32.0,540735.7382943144,Marketing,invalid_email
1080,David,30.0,540735.7382943144,Sales,test@example.com
33,Eve,66.0,55000.0,Finance,invalid_email
566,Charlie,50.0,90000.0,Finance,test@example.com
153,Bob,20.0,115000.0,Sales,invalid_email
559,Eve,33.0,65000.0,Sales,invalid_email
484,Charlie,,100000.0,Marketing,invalid_email
1140,Eve,21.0,50000.0,HR,user@mail.com
711,Alice,40.0,95000.0,Finance,invalid_email
131,Alice,26.0,55000.0,Sales,invalid_email
117,Alice,41.0,75000.0,Marketing,invalid_email
669,Alice,66.0,110000.0,Finance,test@example.com
809,Eve,28.0,55000.0,HR,invalid_email
1195,Eve,26.0,90000.0,IT,invalid_email
1196,Bob,28.0,30000.0,Sales,user@mail.com
158,David,56.0,70000.0,Finance,invalid_email
820,Alice,25.0,30000.0,Finance,invalid_email
1063,David,55.0,110000.0,HR,test@example.com
547,Eve,39.0,60000.0,Finance,test@example.com
1197,David,32.0,50000.0,Sales,invalid_email
319,Alice,26.0,65000.0,Finance,invalid_email
325,David,20.0,75000.0,HR,user@mail.com
133,Eve,29.0,540735.7382943144,Sales,user@mail.com
326,Eve,37.0,80000.0,Sales,invalid_email
922,Bob,29.0,70000.0,IT,invalid_email
730,Eve,44.0,50000.0,Finance,invalid_email
1013,David,22.0,55000.0,Marketing,test@example.com
1014,Eve,58.0,85000.0,Finance,invalid_email
1034,David,53.0,540735.7382943144,Sales,test@example.com
689,Eve,64.0,30000.0,HR,test@example.com
172,Eve,21.0,540735.7382943144,Sales,test@example.com
1188,Bob,57.0,25000.0,HR,invalid_email
1018,Charlie,51.0,110000.0,Marketing,invalid_email
15,Charlie,53.0,55000.0,Sales,user@mail.com
1005,Alice,22.0,105000.0,IT,invalid_email
78,Eve,21.0,540735.7382943144,Marketing,user@mail.com
937,Alice,20.0,75000.0,Finance,invalid_email
1002,Alice,68.0,25000.0,Marketing,invalid_email
835,Eve,50.0,80000.0,Marketing,user@mail.com
427,Alice,63.0,60000.0,IT,invalid_email
1141,Charlie,32.0,80000.0,Sales,invalid_email
174,Bob,54.0,100000.0,Marketing,invalid_email
911,Eve,51.0,100000.0,Finance,invalid_email
623,Alice,25.0,85000.0,Sales,invalid_email
168,Eve,56.0,540735.7382943144,Marketing,user@mail.com
182,David,30.0,115000.0,IT,invalid_email
413,Eve,50.0,60000.0,Sales,invalid_email
1192,Alice,54.0,540735.7382943144,HR,invalid_email
1200,Eve,68.0,60000.0,Marketing,test@example.com
341,Alice,42.0,110000.0,HR,test@example.com
779,Eve,23.0,25000.0,Finance,invalid_email
1097,Eve,66.0,45000.0,Finance,invalid_email
80,Eve,46.0,80000.0,Finance,invalid_email
41,David,61.0,25000.0,Marketing,invalid_email
977,Eve,60.0,25000.0,Marketing,user@mail.com
536,Eve,56.0,100000.0,Finance,invalid_email
961,Eve,34.0,25000.0,IT,invalid_email
219,Charlie,59.0,110000.0,HR,invalid_email
1000,Eve,49.0,90000.0,Marketing,test@example.com
295,Alice,20.0,50000.0,Sales,invalid_email
605,Charlie,20.0,40000.0,Finance,test@example.com
1079,Eve,34.0,30000.0,Marketing,test@example.com
629,Eve,68.0,80000.0,IT,invalid_email
656,Alice,40.0,85000.0,Finance,test@example.com
1039,Bob,68.0,25000.0,HR,invalid_email
362,Bob,24.0,30000.0,IT,invalid_email
357,Bob,31.0,25000.0,Finance,invalid_email
554,Charlie,47.0,30000.0,Finance,test@example.com
771,Eve,20.0,115000.0,Marketing,invalid_email
1067,David,42.0,30000.0,Sales,invalid_email
978,Eve,60.0,105000.0,Marketing,invalid_email
274,Eve,26.0,45000.0,Marketing,test@example.com
1033,Charlie,43.0,60000.0,Sales,invalid_email
816,Bob,29.0,95000.0,IT,test@example.com
784,Alice,64.0,115000.0,HR,test@example.com
909,Eve,57.0,50000.0,Finance,test@example.com
369,Charlie,39.0,60000.0,Finance,invalid_email
545,David,68.0,80000.0,Finance,test@example.com
827,Eve,45.0,75000.0,Marketing,invalid_email
581,Alice,22.0,80000.0,Sales,invalid_email
418,Eve,50.0,50000.0,Marketing,invalid_email
199,Charlie,28.0,110000.0,Finance,user@mail.com
846,Eve,35.0,60000.0,Sales,invalid_email
436,Eve,59.0,105000.0,Marketing,test@example.com
677,Charlie,53.0,80000.0,Sales,invalid_email
411,Alice,48.0,75000.0,HR,invalid_email
798,Bob,66.0,70000.0,Sales,invalid_email
24,Charlie,47.0,40000.0,Sales,user@mail.com
934,Eve,54.0,115000.0,HR,test@example.com
1022,Charlie,62.0,95000.0,Marketing,test@example.com
684,David,45.0,90000.0,Marketing,invalid_email
850,David,42.0,30000.0,Finance,invalid_email
359,Eve,65.0,90000.0,HR,invalid_email
470,Alice,51.0,50000.0,Finance,test@example.com
92,Bob,31.0,25000.0,Sales,invalid_email
673,Bob,39.0,25000.0,IT,user@mail.com
599,Bob,50.0,80000.0,Marketing,invalid_email
805,Eve,,60000.0,Finance,invalid_email
908,Eve,66.0,25000.0,Finance,test@example.com
154,Eve,22.0,540735.7382943144,Marketing,user@mail.com
289,Charlie,58.0,100000.0,Finance,invalid_email
410,Bob,44.699021207177815,105000.0,Sales,invalid_email
861,Eve,35.0,75000.0,HR,invalid_email
439,Eve,34.0,100000.0,HR,invalid_email
752,Charlie,61.0,90000.0,IT,test@example.com
1154,Eve,62.0,80000.0,Sales,invalid_email
982,Eve,64.0,105000.0,IT,user@mail.com
693,Bob,52.0,90000.0,Sales,invalid_email
884,Charlie,22.0,105000.0,Finance,invalid_email
167,Eve,49.0,110000.0,Finance,test@example.com
46,Alice,68.0,85000.0,Sales,user@mail.com
16,Eve,57.0,540735.7382943144,IT,user@mail.com
847,Bob,68.0,30000.0,IT,user@mail.com
389,David,22.0,25000.0,Finance,invalid_email
320,Alice,58.0,540735.7382943144,Finance,user@mail.com
216,Charlie,54.0,30000.0,Marketing,invalid_email
948,David,32.0,100000.0,Marketing,invalid_email
993,Charlie,21.0,540735.7382943144,Finance,invalid_email
569,Eve,40.0,40000.0,Finance,test@example.com
322,Eve,36.0,45000.0,HR,invalid_email
1044,Charlie,43.0,110000.0,Marketing,test@example.com
66,Eve,64.0,35000.0,Finance,invalid_email
848,Eve,22.0,65000.0,IT,user@mail.com
864,David,66.0,100000.0,Sales,invalid_email
740,Bob,20.0,540735.7382943144,Marketing,invalid_email
1042,Alice,39.0,35000.0,Sales,invalid_email
235,Charlie,20.0,90000.0,Finance,invalid_email
1054,Eve,24.0,540735.7382943144,Sales,invalid_email
789,Bob,28.0,50000.0,Marketing,test@example.com
483,Bob,32.0,25000.0,Sales,test@example.com
463,Alice,33.0,30000.0,Finance,invalid_email
437,David,20.0,65000.0,Finance,invalid_email
222,Eve,32.0,25000.0,HR,invalid_email
974,Eve,44.699021207177815,540735.7382943144,Finance,invalid_email
663,Bob,40.0,50000.0,IT,invalid_email
502,Bob,68.0,40000.0,Finance,user@mail.com
135,Alice,50.0,25000.0,HR,test@example.com
95,Alice,38.0,35000.0,Finance,user@mail.com
603,Bob,29.0,45000.0,HR,invalid_email
958,Alice,68.0,60000.0,Marketing,invalid_email
691,Alice,44.699021207177815,75000.0,Finance,invalid_email
1110,Eve,50.0,70000.0,Marketing,invalid_email
290,David,50.0,85000.0,IT,test@example.com
715,Charlie,35.0,540735.7382943144,IT,invalid_email
1061,David,62.0,90000.0,Marketing,user@mail.com
1189,Eve,20.0,25000.0,Finance,user@mail.com
641,Alice,53.0,35000.0,Finance,user@mail.com
402,Alice,23.0,55000.0,HR,user@mail.com
1098,Alice,61.0,85000.0,Finance,test@example.com
75,Eve,23.0,40000.0,Finance,invalid_email
126,Eve,59.0,100000.0,HR,user@mail.com
812,Eve,49.0,90000.0,Marketing,user@mail.com
260,David,68.0,105000.0,Finance,user@mail.com
513,David,45.0,35000.0,Finance,user@mail.com
1123,Bob,41.0,115000.0,HR,invalid_email
9,Charlie,36.0,60000.0,Sales,test@example.com
1049,Bob,20.0,60000.0,Finance,test@example.com
707,Eve,31.0,75000.0,IT,test@example.com
344,Eve,46.0,55000.0,IT,test@example.com
622,Bob,43.0,80000.0,Sales,invalid_email
837,Eve,37.0,540735.7382943144,HR,user@mail.com
231,Charlie,68.0,40000.0,Marketing,user@mail.com
772,Charlie,30.0,25000.0,Finance,user@mail.com
767,Charlie,25.0,90000.0,Sales,test@example.com
461,Eve,25.0,75000.0,Sales,test@example.com
307,David,43.0,105000.0,Finance,invalid_email
34,Eve,44.0,50000.0,Marketing,user@mail.com
356,Eve,50.0,40000.0,Marketing,invalid_email
932,Eve,40.0,25000.0,Finance,invalid_email
748,Charlie,53.0,540735.7382943144,Finance,test@example.com
824,David,25.0,70000.0,Sales,invalid_email
1147,Alice,68.0,115000.0,Marketing,invalid_email
148,Bob,52.0,90000.0,IT,invalid_email
1105,Eve,43.0,95000.0,Sales,invalid_email
165,Bob,30.0,70000.0,IT,invalid_email
681,Eve,29.0,70000.0,IT,test@example.com
21,Charlie,20.0,85000.0,HR,invalid_email
1125,Eve,26.0,90000.0,Finance,invalid_email
275,Eve,23.0,60000.0,Finance,user@mail.com
645,Eve,41.0,35000.0,Finance,test@example.com
612,David,30.0,540735.7382943144,Finance,invalid_email
285,Eve,37.0,85000.0,IT,user@mail.com
124,David,50.0,55000.0,Marketing,invalid_email
723,Alice,24.0,75000.0,Sales,invalid_email
1045,Eve,45.0,45000.0,Finance,invalid_email
372,David,63.0,60000.0,Finance,invalid_email
520,David,26.0,85000.0,Finance,test@example.com
1090,Alice,53.0,40000.0,IT,invalid_email
318,Charlie,68.0,540735.7382943144,Sales,invalid_email
361,Eve,25.0,110000.0,Finance,invalid_email
118,Bob,28.0,75000.0,IT,invalid_email
507,Eve,67.0,85000.0,IT,invalid_email
301,Eve,48.0,35000.0,IT,test@example.com
1112,Eve,39.0,90000.0,HR,user@mail.com
1025,David,43.0,25000.0,Finance,test@example.com
1028,David,64.0,60000.0,IT,invalid_email
309,Charlie,68.0,65000.0,IT,invalid_email
1095,Bob,25.0,70000.0,Finance,invalid_email
959,Bob,59.0,40000.0,IT,test@example.com
17,Eve,41.0,55000.0,Finance,invalid_email
43,Eve,68.0,25000.0,Marketing,user@mail.com
254,Bob,43.0,25000.0,Marketing,test@example.com
466,Eve,68.0,80000.0,HR,invalid_email
12,David,28.0,30000.0,HR,invalid_email
632,Eve,21.0,45000.0,Finance,test@example.com
910,David,49.0,45000.0,Sales,user@mail.com
263,David,55.0,90000.0,Finance,invalid_email
524,Eve,20.0,60000.0,Finance,test@example.com
79,Eve,,45000.0,HR,invalid_email
989,Eve,33.0,105000.0,Marketing,invalid_email
130,Alice,24.0,85000.0,HR,invalid_email
442,Charlie,26.0,75000.0,Finance,invalid_email
819,Eve,44.699021207177815,540735.7382943144,Marketing,invalid_email
374,David,55.0,55000.0,HR,test@example.com
330,Eve,41.0,80000.0,Sales,user@mail.com
304,Bob,52.0,40000.0,Finance,invalid_email
1091,Charlie,64.0,90000.0,HR,invalid_email
262,Eve,34.0,25000.0,Marketing,user@mail.com
996,Charlie,49.0,45000.0,Finance,invalid_email
456,Eve,24.0,105000.0,Finance,test@example.com
1150,Eve,28.0,50000.0,Marketing,invalid_email
243,Charlie,45.0,35000.0,HR,invalid_email
241,Alice,20.0,70000.0,Marketing,test@example.com
797,David,58.0,55000.0,Sales,invalid_email
1166,Bob,29.0,65000.0,HR,invalid_email
298,Alice,42.0,540735.7382943144,Marketing,invalid_email
121,David,25.0,35000.0,Finance,invalid_email
332,David,28.0,540735.7382943144,Marketing,invalid_email
258,Bob,68.0,110000.0,Sales,test@example.com
954,Eve,50.0,115000.0,HR,user@mail.com
535,Eve,33.0,115000.0,HR,user@mail.com
482,Alice,23.0,40000.0,Finance,test@example.com
541,Bob,20.0,100000.0,Finance,invalid_email
85,Eve,27.0,90000.0,HR,test@example.com
1051,David,43.0,80000.0,Finance,test@example.com
99,Bob,64.0,115000.0,Finance,test@example.com
881,Bob,23.0,75000.0,Sales,invalid_email
1088,David,35.0,25000.0,HR,user@mail.com
852,Charlie,27.0,90000.0,IT,user@mail.com
334,Alice,25.0,25000.0,Finance,user@mail.com
636,Charlie,28.0,60000.0,Finance,test@example.com
774,Alice,66.0,55000.0,Sales,invalid_email
729,Alice,67.0,85000.0,Finance,user@mail.com
610,Eve,61.0,65000.0,Sales,user@mail.com
787,David,,25000.0,IT,invalid_email
1068,Bob,68.0,75000.0,Sales,test@example.com
655,Charlie,41.0,105000.0,Finance,user@mail.com
248,Eve,50.0,85000.0,Marketing,test@example.com
586,Charlie,33.0,55000.0,IT,test@example.com
281,Charlie,36.0,540735.7382943144,HR,test@example.com
1047,Alice,31.0,105000.0,Sales,invalid_email
983,Eve,40.0,75000.0,Marketing,invalid_email
981,Eve,68.0,70000.0,IT,invalid_email
47,Alice,24.0,540735.7382943144,IT,invalid_email
69,Bob,34.0,40000.0,HR,invalid_email
175,Alice,40.0,70000.0,Marketing,user@mail.com
668,Charlie,34.0,90000.0,HR,invalid_email
891,Eve,54.0,35000.0,Finance,test@example.com
800,Eve,32.0,45000.0,IT,invalid_email
750,Eve,48.0,105000.0,Marketing,invalid_email
329,Charlie,50.0,65000.0,Sales,user@mail.com
674,David,30.0,35000.0,Finance,invalid_email
377,David,68.0,70000.0,Sales,invalid_email
1081,Alice,37.0,55000.0,IT,test@example.com
1062,Bob,35.0,540735.7382943144,Finance,test@example.com
225,Bob,49.0,55000.0,HR,test@example.com
818,Charlie,45.0,45000.0,Marketing,invalid_email
1124,Bob,68.0,85000.0,IT,test@example.com
1121,Bob,47.0,95000.0,Finance,invalid_email
316,Bob,54.0,45000.0,Marketing,test@example.com
738,Alice,65.0,540735.7382943144,Marketing,invalid_email
251,Bob,20.0,50000.0,Sales,test@example.com
1167,Charlie,64.0,55000.0,IT,invalid_email
546,Bob,54.0,90000.0,Marketing,user@mail.com
726,Charlie,57.0,115000.0,Finance,test@example.com
1008,David,59.0,55000.0,Sales,invalid_email
1040,Eve,32.0,45000.0,Finance,user@mail.com
1122,Charlie,48.0,540735.7382943144,HR,invalid_email
291,Alice,57.0,60000.0,Finance,invalid_email
214,Eve,44.0,55000.0,IT,user@mail.com
297,Eve,45.0,540735.7382943144,Marketing,invalid_email
823,Bob,43.0,85000.0,Finance,invalid_email
995,Alice,20.0,55000.0,HR,invalid_email
1176,Alice,60.0,65000.0,Marketing,test@example.com
652,Bob,66.0,25000.0,Finance,test@example.com
1193,Alice,26.0,95000.0,Finance,test@example.com
724,Bob,63.0,540735.7382943144,Finance,test@example.com
400,Eve,63.0,95000.0,Finance,test@example.com
379,David,25.0,65000.0,Finance,invalid_email
894,David,27.0,75000.0,Marketing,invalid_email
591,Alice,49.0,110000.0,HR,user@mail.com
477,Bob,39.0,75000.0,HR,test@example.com
1174,Charlie,53.0,35000.0,IT,test@example.com
202,Eve,42.0,85000.0,Finance,invalid_email
960,Bob,68.0,115000.0,Marketing,test@example.com
886,Eve,22.0,540735.7382943144,Sales,test@example.com
590,Eve,45.0,45000.0,IT,user@mail.com
786,Eve,33.0,50000.0,Finance,invalid_email
72,David,57.0,540735.7382943144,IT,test@example.com
854,Charlie,67.0,50000.0,Marketing,user@mail.com
468,Bob,32.0,105000.0,HR,test@example.com
517,Eve,43.0,540735.7382943144,HR,invalid_email
1059,David,60.0,75000.0,Finance,invalid_email
916,Eve,43.0,25000.0,Finance,invalid_email
4,Eve,32.0,75000.0,Marketing,invalid_email
814,Eve,25.0,70000.0,Marketing,test@example.com
585,David,41.0,25000.0,Sales,user@mail.com
620,Bob,40.0,50000.0,Finance,invalid_email
987,Eve,28.0,115000.0,IT,user@mail.com
151,Bob,31.0,60000.0,IT,invalid_email
173,David,47.0,25000.0,Finance,invalid_email
382,Alice,51.0,30000.0,IT,invalid_email
386,Eve,45.0,75000.0,Finance,invalid_email
703,Bob,62.0,90000.0,IT,invalid_email
115,Charlie,61.0,55000.0,Sales,test@example.com
103,David,42.0,45000.0,Marketing,test@example.com
373,Eve,47.0,60000.0,Finance,user@mail.com
604,Eve,20.0,50000.0,HR,user@mail.com
633,David,44.699021207177815,110000.0,Finance,invalid_email
1144,Eve,66.0,65000.0,Finance,test@example.com
1109,Eve,54.0,35000.0,HR,user@mail.com
1085,David,20.0,540735.7382943144,Finance,user@mail.com
313,Alice,65.0,25000.0,Finance,invalid_email
125,David,22.0,65000.0,Sales,user@mail.com
657,Alice,49.0,90000.0,Sales,test@example.com
577,Eve,27.0,80000.0,IT,invalid_email
956,Eve,32.0,85000.0,Finance,user@mail.com
1092,Bob,39.0,75000.0,Marketing,user@mail.com
1139,Eve,28.0,65000.0,Finance,user@mail.com
1190,Bob,37.0,540735.7382943144,Finance,user@mail.com
159,Charlie,44.0,45000.0,Finance,user@mail.com
1175,Bob,30.0,50000.0,Sales,invalid_email
280,Eve,53.0,115000.0,Finance,invalid_email
136,David,65.0,85000.0,HR,user@mail.com
592,David,44.0,95000.0,IT,test@example.com
259,Bob,21.0,35000.0,IT,test@example.com
627,Charlie,43.0,55000.0,Marketing,invalid_email
941,David,55.0,70000.0,Finance,invalid_email
352,Alice,58.0,25000.0,IT,test@example.com
284,Alice,36.0,65000.0,Sales,test@example.com
346,David,63.0,35000.0,Sales,invalid_email
1165,David,66.0,65000.0,Finance,test@example.com
504,Charlie,68.0,70000.0,Finance,user@mail.com
696,Charlie,68.0,115000.0,Finance,invalid_email
929,Eve,34.0,65000.0,Sales,invalid_email
533,Eve,44.699021207177815,60000.0,Marketing,user@mail.com
953,Eve,55.0,75000.0,Finance,user@mail.com
324,Eve,33.0,25000.0,IT,invalid_email
539,Eve,46.0,105000.0,Finance,invalid_email
594,Eve,41.0,25000.0,Sales,test@example.com
421,Eve,42.0,540735.7382943144,HR,invalid_email
398,Eve,47.0,90000.0,IT,user@mail.com
879,Charlie,65.0,110000.0,HR,invalid_email
1186,Bob,20.0,30000.0,Marketing,invalid_email
454,David,41.0,540735.7382943144,Finance,invalid_email
141,Charlie,52.0,540735.7382943144,IT,user@mail.com
164,Bob,59.0,100000.0,IT,test@example.com
647,Eve,66.0,75000.0,Finance,invalid_email
770,David,20.0,540735.7382943144,IT,invalid_email
871,David,66.0,25000.0,Finance,invalid_email
1066,Eve,32.0,100000.0,IT,test@example.com
363,David,20.0,115000.0,Marketing,user@mail.com
1017,David,63.0,25000.0,IT,user@mail.com
872,Eve,30.0,90000.0,HR,invalid_email
381,David,44.0,30000.0,Marketing,user@mail.com
1191,Alice,20.0,100000.0,HR,invalid_email
408,David,66.0,45000.0,Sales,invalid_email
553,Eve,66.0,60000.0,Finance,invalid_email
531,Eve,57.0,90000.0,IT,user@mail.com
432,Eve,39.0,105000.0,Finance,invalid_email
122,Charlie,52.0,40000.0,Sales,invalid_email
1138,Alice,45.0,75000.0,HR,invalid_email
527,Charlie,49.0,45000.0,Finance,invalid_email
100,Eve,44.699021207177815,70000.0,IT,invalid_email
404,Eve,58.0,100000.0,Sales,invalid_email
403,David,52.0,540735.7382943144,Finance,user@mail.com
489,Eve,44.699021207177815,35000.0,Marketing,invalid_email
757,Eve,43.0,45000.0,Finance,invalid_email
419,Charlie,20.0,100000.0,Finance,test@example.com
764,Eve,45.0,100000.0,IT,invalid_email
491,Bob,61.0,40000.0,IT,invalid_email
697,Charlie,38.0,45000.0,Sales,invalid_email
1070,Eve,45.0,70000.0,HR,invalid_email
1162,David,37.0,60000.0,HR,user@mail.com
625,Bob,43.0,60000.0,Finance,user@mail.com
704,Alice,44.699021207177815,25000.0,Finance,invalid_email
792,Bob,52.0,90000.0,Marketing,test@example.com
391,Charlie,36.0,110000.0,HR,invalid_email
733,Bob,46.0,115000.0,IT,invalid_email
1082,David,42.0,95000.0,Finance,invalid_email
14,Eve,44.699021207177815,25000.0,IT,invalid_email
249,Charlie,20.0,95000.0,Marketing,user@mail.com
665,Eve,52.0,25000.0,Sales,invalid_email
765,Charlie,37.0,75000.0,Marketing,test@example.com
146,David,52.0,90000.0,Sales,invalid_email
648,Charlie,52.0,540735.7382943144,Finance,test@example.com
448,Bob,59.0,55000.0,Finance,user@mail.com
198,Eve,47.0,55000.0,Finance,invalid_email
680,Eve,36.0,90000.0,Finance,invalid_email
20,Eve,44.699021207177815,40000.0,Finance,invalid_email
746,David,62.0,100000.0,Finance,invalid_email
563,Charlie,38.0,40000.0,Finance,test@example.com
26,Bob,20.0,110000.0,Finance,test@example.com
217,Alice,50.0,65000.0,HR,user@mail.com
682,Eve,26.0,115000.0,Finance,test@example.com
664,Eve,42.0,70000.0,Finance,test@example.com
913,Alice,48.0,30000.0,IT,user@mail.com
245,Eve,40.0,40000.0,Sales,test@example.com
415,Eve,38.0,90000.0,Finance,test@example.com
912,David,45.0,25000.0,Sales,invalid_email
509,Eve,47.0,80000.0,HR,user@mail.com
845,David,23.0,40000.0,Finance,invalid_email
698,Eve,53.0,110000.0,IT,test@example.com
988,Charlie,,95000.0,HR,test@example.com
963,Eve,46.0,45000.0,HR,test@example.com
817,Eve,41.0,35000.0,Marketing,user@mail.com
496,Eve,62.0,90000.0,Finance,invalid_email
1198,David,41.0,70000.0,Sales,invalid_email
529,Charlie,65.0,40000.0,Finance,invalid_email
1006,Charlie,35.0,105000.0,HR,user@mail.com
208,Charlie,30.0,100000.0,IT,invalid_email
22,Alice,41.0,30000.0,IT,test@example.com
209,Eve,58.0,105000.0,Marketing,test@example.com
238,Alice,66.0,30000.0,Finance,test@example.com
1119,Eve,47.0,85000.0,HR,invalid_email
426,Bob,57.0,50000.0,Finance,test@example.com
1135,Eve,23.0,35000.0,IT,invalid_email
927,Bob,47.0,95000.0,HR,user@mail.com
385,Eve,50.0,75000.0,Sales,invalid_email
745,David,42.0,80000.0,IT,invalid_email
278,David,20.0,75000.0,IT,invalid_email
829,Bob,58.0,80000.0,Finance,test@example.com
543,Charlie,43.0,30000.0,HR,invalid_email
445,Eve,65.0,30000.0,IT,test@example.com
495,David,23.0,85000.0,Marketing,invalid_email
457,Alice,53.0,25000.0,HR,test@example.com
1015,Bob,29.0,35000.0,Finance,test@example.com
108,Alice,62.0,70000.0,HR,test@example.com
30,Alice,39.0,65000.0,Finance,test@example.com
617,Eve,68.0,85000.0,HR,invalid_email
449,Eve,68.0,75000.0,Marketing,invalid_email
1153,Alice,68.0,75000.0,Sales,test@example.com
197,Eve,37.0,95000.0,HR,test@example.com
562,David,65.0,55000.0,HR,invalid_email
443,David,60.0,80000.0,Finance,test@example.com
1136,David,20.0,70000.0,Marketing,invalid_email
549,Eve,31.0,85000.0,Finance,user@mail.com
311,Bob,20.0,60000.0,IT,user@mail.com
744,Eve,24.0,70000.0,HR,test@example.com
613,Charlie,29.0,50000.0,HR,test@example.com
